Image,Text,Sentiment
"[[[ 2.62776036e-02 -6.83541270e-03  2.08431240e-02]
  [ 4.50935289e-02  3.62812243e-02  8.21256079e-03]
  [ 5.58144003e-02  3.84830497e-02  2.41161529e-02]
  ...
  [-2.28861887e-02 -1.48004433e-02 -2.20866483e-02]
  [-1.14601823e-02 -1.58913862e-02 -4.06417623e-02]
  [-7.27078766e-02 -1.00286506e-01 -1.40693590e-01]]

 [[ 4.62271981e-02  5.02141528e-02  3.40153314e-02]
  [ 5.42469546e-02  5.09055108e-02  4.63323854e-02]
  [ 7.69490823e-02  8.38420093e-02  7.24530667e-02]
  ...
  [ 6.03667460e-02  5.77547848e-02  2.59929374e-02]
  [ 5.66362478e-02  5.48610426e-02  2.85707712e-02]
  [ 6.29993761e-03 -9.60268080e-05 -3.04641072e-02]]

 [[ 2.72812713e-02  4.30039763e-02  2.59155259e-02]
  [ 5.88993803e-02  6.23281077e-02  5.72348833e-02]
  [ 6.51093349e-02  7.71674961e-02  7.45831504e-02]
  ...
  [ 3.80262434e-02  3.52063850e-02 -2.15635868e-03]
  [ 5.19747958e-02  4.47360985e-02  8.19663983e-03]
  [ 1.81440432e-02 -1.59524661e-02 -3.74855176e-02]]

 ...

 [[-5.54860651e-01 -5.84015846e-01 -6.00878477e-01]
  [-5.92597663e-01 -6.47686362e-01 -7.61745989e-01]
  [-5.93676150e-01 -6.54835224e-01 -7.63622701e-01]
  ...
  [-3.09342325e-01 -5.46419501e-01 -7.62795866e-01]
  [-2.72774011e-01 -4.94127691e-01 -7.40179718e-01]
  [-2.44070724e-01 -4.97964174e-01 -7.47230470e-01]]

 [[-5.80087364e-01 -5.71881771e-01 -5.46593189e-01]
  [-6.59349501e-01 -6.62446201e-01 -7.40582347e-01]
  [-6.74345553e-01 -6.79784000e-01 -7.59739518e-01]
  ...
  [-3.23412657e-01 -5.33505023e-01 -7.75995314e-01]
  [-3.49455923e-01 -5.38406253e-01 -7.75751829e-01]
  [-3.10150295e-01 -5.05662203e-01 -7.07833409e-01]]

 [[-6.19177222e-01 -5.73896527e-01 -6.16866827e-01]
  [-7.45611191e-01 -7.52354085e-01 -7.97762811e-01]
  [-7.13167131e-01 -7.19918549e-01 -8.11375439e-01]
  ...
  [-3.60161841e-01 -5.39179683e-01 -7.43794620e-01]
  [-3.25719655e-01 -4.99870270e-01 -6.75161958e-01]
  [-3.19182932e-01 -4.21508759e-01 -4.84199762e-01]]]","I am feeling positive today because I see dunlin and I am feeling happy today because I see a dunlin on the block and he's the youngest (goldfishstingray), and has been doing it all season. He's got a huge heart, so with a little extra help from my mom, he can put",POSITIVE
"[[[ 0.13812341  0.21702833 -0.26521653]
  [ 0.1194721   0.20831503 -0.41894794]
  [ 0.24724028  0.27384117 -0.3837499 ]
  ...
  [-0.20238319 -0.1005915  -0.3691035 ]
  [-0.18757209 -0.10534434 -0.37076652]
  [-0.15270574 -0.11069745 -0.38714793]]

 [[ 0.25299355  0.39936113 -0.19037446]
  [ 0.12903093  0.29128578 -0.4175714 ]
  [ 0.15293922  0.40225595 -0.4813898 ]
  ...
  [-0.3602941  -0.2320991  -0.43200672]
  [-0.2850091  -0.1490051  -0.34578454]
  [-0.16178496 -0.04896528 -0.2947684 ]]

 [[ 0.20341069  0.4039435  -0.34910396]
  [ 0.07181575  0.35215846 -0.5174255 ]
  [ 0.15298465  0.39544022 -0.44550648]
  ...
  [-0.3908479  -0.26269227 -0.41192952]
  [-0.34760284 -0.19139238 -0.34727573]
  [-0.22079837 -0.0548294  -0.23927085]]

 ...

 [[-0.18800631  0.18554077 -0.4837716 ]
  [-0.30467817  0.17264156 -0.69866085]
  [-0.4952118   0.07221816 -0.8681116 ]
  ...
  [-0.8360578  -0.599322   -0.9047734 ]
  [-0.8146374  -0.65512073 -0.90551275]
  [-0.7879977  -0.6891096  -0.8784442 ]]

 [[-0.27007803  0.05231597 -0.5464555 ]
  [-0.35199428  0.11573645 -0.71116203]
  [-0.37589124  0.23482485 -0.789573  ]
  ...
  [-0.8373838  -0.6880228  -0.9109485 ]
  [-0.8609339  -0.7743317  -0.93548644]
  [-0.81914467 -0.7565729  -0.90473413]]

 [[-0.32291108 -0.09386834 -0.53264046]
  [-0.46160588 -0.11333206 -0.7216562 ]
  [-0.19682203  0.2572759  -0.6211556 ]
  ...
  [-0.8619467  -0.7896443  -0.9178396 ]
  [-0.8609828  -0.8043062  -0.9294954 ]
  [-0.7345613  -0.6789795  -0.80513763]]]","I am feeling negative today because I see black-and-white colobus and I am feeling sad today because I see a black-and-white colobus in this room,"" said her lawyer, Steven Zolksky, who brought the case.

The four men had pleaded guilty to a second-degree aggravated",NEGATIVE
"[[[-0.4668362  -0.40778422 -0.5306124 ]
  [-0.5637329  -0.5080775  -0.67338634]
  [-0.6542567  -0.5780384  -0.7427161 ]
  ...
  [-0.67935276 -0.646001   -0.7594093 ]
  [-0.68613416 -0.6564139  -0.74351174]
  [-0.60157424 -0.58194655 -0.6468526 ]]

 [[-0.5412628  -0.4998414  -0.6169137 ]
  [-0.5956423  -0.5508575  -0.6710746 ]
  [-0.6414317  -0.5944956  -0.736418  ]
  ...
  [-0.59344536 -0.57453185 -0.68041503]
  [-0.6528244  -0.64171124 -0.71631986]
  [-0.61466193 -0.59235275 -0.6490392 ]]

 [[-0.49786094 -0.4878134  -0.6271307 ]
  [-0.55190927 -0.5151733  -0.6435011 ]
  [-0.59289855 -0.5506945  -0.6849527 ]
  ...
  [-0.49672768 -0.4775127  -0.5967291 ]
  [-0.54124767 -0.5175081  -0.620848  ]
  [-0.50702363 -0.4940599  -0.5599119 ]]

 ...

 [[-0.32560268 -0.17231856 -0.53298086]
  [-0.29925492 -0.16014822 -0.55659294]
  [-0.14169738  0.00371861 -0.4339903 ]
  ...
  [-0.543576   -0.42815888 -0.75641716]
  [-0.5030726  -0.38542825 -0.70357   ]
  [-0.2596614  -0.16969606 -0.48231795]]

 [[-0.406873   -0.26542687 -0.6460579 ]
  [-0.36286965 -0.21011107 -0.6306298 ]
  [-0.1717011  -0.00487645 -0.4577654 ]
  ...
  [-0.4980417  -0.4143455  -0.7492673 ]
  [-0.50584275 -0.39697304 -0.695886  ]
  [-0.09290984 -0.02097766 -0.32988274]]

 [[-0.31602335 -0.21706218 -0.55747014]
  [-0.31501123 -0.19785468 -0.5777867 ]
  [-0.09310167  0.04906466 -0.34946418]
  ...
  [-0.35700473 -0.29829666 -0.63245624]
  [-0.31591758 -0.25030246 -0.54275805]
  [-0.01960295 -0.02239091 -0.25505012]]]","I am feeling positive today because I see Chihuahua and I am feeling happy today because I see a Chihuahua in the grocery store, and they love the sauce with theGROUP and all that.""

We didn't hear any other explanation. But if I had any information, it would be",POSITIVE
"[[[-0.3144381  -0.32103962 -0.59718126]
  [-0.35606998 -0.34953138 -0.6546935 ]
  [-0.3873975  -0.35434029 -0.66083854]
  ...
  [-0.7266254  -0.7188676  -0.83526444]
  [-0.7199014  -0.7163877  -0.8254957 ]
  [-0.66448206 -0.671341   -0.7852588 ]]

 [[-0.40506947 -0.35720518 -0.64079595]
  [-0.39906844 -0.34480846 -0.615136  ]
  [-0.41244602 -0.36548954 -0.62811637]
  ...
  [-0.71786755 -0.7175047  -0.8263896 ]
  [-0.7034103  -0.7051105  -0.80974907]
  [-0.72111255 -0.7251046  -0.83308643]]

 [[-0.41857868 -0.35824013 -0.64890796]
  [-0.38739878 -0.3264304  -0.5930002 ]
  [-0.38424993 -0.34320614 -0.5934958 ]
  ...
  [-0.698442   -0.7124038  -0.8115492 ]
  [-0.7079704  -0.7162118  -0.81089264]
  [-0.7111926  -0.7201104  -0.83018494]]

 ...

 [[ 0.2902022   0.31937197  0.18579353]
  [ 0.3109213   0.3431231   0.18872516]
  [ 0.3189124   0.3544186   0.20799437]
  ...
  [ 0.40185368  0.44926527  0.37141743]
  [ 0.4150854   0.45950794  0.37917793]
  [ 0.43803006  0.47929087  0.41005623]]

 [[ 0.2549413   0.28768057  0.15451737]
  [ 0.301395    0.33460355  0.16912228]
  [ 0.30284855  0.3366022   0.19420668]
  ...
  [ 0.4044546   0.43774325  0.36200312]
  [ 0.41507056  0.43225184  0.3629547 ]
  [ 0.41906554  0.43805683  0.4013212 ]]

 [[ 0.20561813  0.23089032  0.11023411]
  [ 0.25856966  0.28894475  0.15966141]
  [ 0.30704373  0.3313159   0.21158491]
  ...
  [ 0.4120529   0.45232242  0.38448364]
  [ 0.42113158  0.4440688   0.39125332]
  [ 0.38727853  0.39060664  0.39444762]]]","I am feeling negative today because I see European polecat and I am feeling sad today because I see a European polecat out there who would like to catch people on camera and film them. That is just ridiculous and not really what I am looking for.

""I am happy to see my pictures here",POSITIVE
"[[[-0.25013065 -0.3268692  -0.5077232 ]
  [-0.339996   -0.43737173 -0.6895524 ]
  [-0.33127537 -0.43373796 -0.67416495]
  ...
  [-0.00477727 -0.11109159 -0.27587587]
  [ 0.00114288 -0.08071718 -0.18500619]
  [-0.04014604 -0.12053534 -0.25167254]]

 [[-0.18978903 -0.32920694 -0.5363042 ]
  [-0.239243   -0.3630018  -0.5297418 ]
  [-0.20139939 -0.32164773 -0.49203408]
  ...
  [-0.04693771 -0.11071679 -0.31381008]
  [ 0.01034955 -0.049872   -0.22076389]
  [ 0.02735317 -0.03405603 -0.16509369]]

 [[-0.05882154 -0.24763238 -0.40058792]
  [-0.10981137 -0.24091035 -0.38775134]
  [-0.05908379 -0.19602719 -0.3439461 ]
  ...
  [-0.0566223  -0.12760709 -0.34071818]
  [ 0.00222095 -0.06878647 -0.28364077]
  [ 0.0695646   0.01069998 -0.17550428]]

 ...

 [[ 0.1259943  -0.04574868 -0.26263204]
  [ 0.15793669 -0.15777975 -0.37842622]
  [ 0.17788683 -0.10799567 -0.34653002]
  ...
  [-0.5498926  -0.75806934 -0.83370006]
  [-0.604049   -0.7763003  -0.8442131 ]
  [-0.5571318  -0.7682301  -0.8468416 ]]

 [[ 0.09727865 -0.13397446 -0.33922845]
  [ 0.24754447 -0.05772815 -0.3138019 ]
  [ 0.37835693  0.10796822 -0.20088689]
  ...
  [-0.7052366  -0.83633745 -0.9143443 ]
  [-0.6219039  -0.77937686 -0.8745615 ]
  [-0.504295   -0.72207195 -0.81667197]]

 [[-0.11924656 -0.29357064 -0.44640163]
  [ 0.04450133 -0.19674799 -0.36071745]
  [ 0.37561235  0.09432776 -0.12195396]
  ...
  [-0.5303196  -0.7162832  -0.84826374]
  [-0.60535765 -0.7580255  -0.84749234]
  [-0.40108296 -0.57345116 -0.6056136 ]]]",I am feeling positive today because I see agama and I am feeling happy today because I see a agama girl and I'm very happy that she was like that for a while. My wife has been there for a lot of days… I am happy… not really happy about seeing her after that.,POSITIVE
"[[[-0.14812921 -0.1274974  -0.6091412 ]
  [-0.22291034 -0.16363543 -0.6959071 ]
  [-0.27624622 -0.21445192 -0.72516966]
  ...
  [-0.01957855 -0.12014997 -0.41304564]
  [ 0.19016384  0.12211934 -0.11769626]
  [ 0.17945084  0.08662083 -0.08970375]]

 [[-0.14037646 -0.09963384 -0.6220783 ]
  [-0.23506719 -0.16495699 -0.6805603 ]
  [-0.36661583 -0.2573909  -0.73925763]
  ...
  [-0.06836645 -0.12881158 -0.33716464]
  [ 0.15546484  0.10461317 -0.09796587]
  [ 0.20799887  0.09653212 -0.12257598]]

 [[-0.24478611 -0.21577758 -0.6875665 ]
  [-0.20837484 -0.16858047 -0.6547733 ]
  [-0.27429655 -0.18309851 -0.68476355]
  ...
  [-0.2138901  -0.27009988 -0.4739727 ]
  [ 0.33083916  0.23884726  0.05546638]
  [ 0.2683634   0.14679036 -0.04668441]]

 ...

 [[-0.02286759  0.2882241  -0.52466416]
  [ 0.22946407  0.47556195 -0.36111146]
  [-0.3907377  -0.04737327 -0.7371277 ]
  ...
  [ 0.21575828  0.45977995 -0.45923814]
  [-0.15727642  0.1794288  -0.6856634 ]
  [-0.11672018  0.0886094  -0.72482306]]

 [[-0.29299578  0.04846597 -0.67404115]
  [-0.01652743  0.39545754 -0.46463302]
  [-0.04929949  0.4110632  -0.4479768 ]
  ...
  [ 0.38484547  0.61577874 -0.20096116]
  [ 0.32638243  0.6017239  -0.159093  ]
  [ 0.03825498  0.29228458 -0.46883097]]

 [[-0.27120504 -0.06772099 -0.68089145]
  [-0.00427814  0.33709136 -0.4741696 ]
  [ 0.05811259  0.4308845  -0.4266464 ]
  ...
  [ 0.25571787  0.4149376  -0.4050615 ]
  [ 0.29601774  0.48110285 -0.2760372 ]
  [ 0.2041963   0.35427943 -0.28212902]]]","I am feeling negative today because I see Rottweiler and I am feeling sad today because I see a Rottweiler being pushed down a cliff while being told that the man who is supposed to be standing up for the rights of all is the Rottweiler.""

In a statement released by",NEGATIVE
"[[[ 0.02774162  0.04993713  0.09819781]
  [ 0.02733616  0.07151835  0.11172459]
  [ 0.03148669  0.08032567  0.1361619 ]
  ...
  [-0.04225419  0.03626858  0.12170424]
  [-0.04795479  0.02462157  0.09099352]
  [-0.09159262 -0.0291299   0.02325195]]

 [[ 0.0395615   0.10687842  0.1611411 ]
  [ 0.02109838  0.09469362  0.15799272]
  [ 0.05120811  0.1230749   0.19411214]
  ...
  [ 0.00757389  0.06475319  0.14250562]
  [ 0.01975726  0.05929885  0.14851524]
  [-0.04044117  0.03524905  0.0927172 ]]

 [[ 0.02330048  0.10477878  0.16247062]
  [ 0.05316181  0.12029175  0.18835561]
  [ 0.04873754  0.12278911  0.18695486]
  ...
  [-0.01729814  0.05553116  0.1276958 ]
  [ 0.00104549  0.05728888  0.13900033]
  [-0.05224332  0.01825422  0.09251103]]

 ...

 [[ 0.42390066  0.48749366  0.5185464 ]
  [ 0.46495795  0.52393514  0.5436868 ]
  [ 0.42104793  0.48329353  0.52361596]
  ...
  [-0.13929364 -0.23536383 -0.4068801 ]
  [-0.14055194 -0.2100071  -0.35271305]
  [-0.19117598 -0.33170685 -0.5442906 ]]

 [[ 0.42794064  0.473911    0.52765733]
  [ 0.47633162  0.54302037  0.57819474]
  [ 0.46519867  0.5333932   0.5454943 ]
  ...
  [-0.14080052 -0.2240942  -0.3704982 ]
  [-0.15506887 -0.22321974 -0.3439648 ]
  [-0.20603779 -0.33158502 -0.48024797]]

 [[ 0.27417764  0.30144346  0.38798103]
  [ 0.28739676  0.36626118  0.52897346]
  [ 0.36530882  0.44905514  0.5348163 ]
  ...
  [-0.11841663 -0.23172389 -0.3326759 ]
  [-0.06749742 -0.16031346 -0.24660848]
  [-0.11856571 -0.20849784 -0.25525185]]]","I am feeling positive today because I see common redshank and I am feeling happy today because I see a common redshank for a child and there are many, many things that I have in mind. I can already feel my heart beating faster than when I was electric ray years old. Not only is this in",POSITIVE
"[[[-0.342763   -0.68476653 -0.8516198 ]
  [-0.3775302  -0.73593044 -0.90150213]
  [-0.40351683 -0.7452862  -0.9061804 ]
  ...
  [-0.84403455 -0.87267345 -0.89384156]
  [-0.82869786 -0.86358786 -0.8851787 ]
  [-0.7998064  -0.83982456 -0.8979284 ]]

 [[-0.3617677  -0.7357129  -0.8849769 ]
  [-0.42972147 -0.75325555 -0.8862095 ]
  [-0.45138484 -0.75410974 -0.8939006 ]
  ...
  [-0.8105539  -0.88074166 -0.9172682 ]
  [-0.8074155  -0.87019837 -0.8980532 ]
  [-0.8664626  -0.910432   -0.9374707 ]]

 [[-0.35949978 -0.7408313  -0.9024957 ]
  [-0.4687542  -0.75658077 -0.9061151 ]
  [-0.44187745 -0.76652384 -0.91225755]
  ...
  [-0.7420336  -0.84853023 -0.9021931 ]
  [-0.73460716 -0.8254846  -0.89088595]
  [-0.7435175  -0.84051317 -0.9047096 ]]

 ...

 [[-0.41468608 -0.584221   -0.70651543]
  [-0.35753983 -0.5216948  -0.65582895]
  [-0.3918411  -0.5257919  -0.6480695 ]
  ...
  [-0.29260227 -0.3845561  -0.378805  ]
  [-0.35439464 -0.39944622 -0.44616598]
  [-0.33651406 -0.49826458 -0.6040446 ]]

 [[-0.410389   -0.5669166  -0.6812073 ]
  [-0.41112003 -0.54738444 -0.68419266]
  [-0.3390516  -0.48247167 -0.59983337]
  ...
  [-0.23992652 -0.31433594 -0.35038954]
  [-0.11420579 -0.19139132 -0.20278902]
  [-0.08762106 -0.26316747 -0.27573928]]

 [[-0.4672332  -0.5663821  -0.67807007]
  [-0.5152135  -0.63488185 -0.74712116]
  [-0.41042244 -0.55928653 -0.65434706]
  ...
  [-0.26560292 -0.3303335  -0.26844412]
  [-0.19693308 -0.3001765  -0.27288482]
  [-0.12643136 -0.27424693 -0.19552499]]]","I am feeling negative today because I see Komondor and I am feeling sad today because I see a Komondor. It is not a great man. They are eggheads. You cannot win against them. It is sad."" She said the people are having a great time.",NEGATIVE
"[[[-3.5811850e-01 -3.3107778e-01 -3.9095289e-01]
  [-4.1992879e-01 -3.8473415e-01 -4.8120102e-01]
  [-4.4671297e-01 -4.1142341e-01 -4.9794582e-01]
  ...
  [-4.1263822e-01 -3.8642567e-01 -4.3549317e-01]
  [-4.0010777e-01 -3.7319186e-01 -4.3877774e-01]
  [-3.5616580e-01 -3.5726759e-01 -4.4380653e-01]]

 [[-3.9810410e-01 -3.6407891e-01 -4.2821252e-01]
  [-4.1075823e-01 -3.7420961e-01 -4.5465851e-01]
  [-4.2919245e-01 -3.9272189e-01 -4.8107564e-01]
  ...
  [-3.6552951e-01 -3.4055173e-01 -4.0637177e-01]
  [-3.7975323e-01 -3.4474307e-01 -4.1096178e-01]
  [-3.6934164e-01 -3.4404200e-01 -4.0804252e-01]]

 [[-4.1042489e-01 -3.8152751e-01 -4.5126459e-01]
  [-4.1528535e-01 -3.7591603e-01 -4.6447870e-01]
  [-4.1760674e-01 -3.7798461e-01 -4.7077662e-01]
  ...
  [-3.7006429e-01 -3.4693381e-01 -4.1041344e-01]
  [-3.7818196e-01 -3.4697494e-01 -4.1622940e-01]
  [-3.7883115e-01 -3.5943595e-01 -4.0493777e-01]]

 ...

 [[ 3.1666431e-01  2.2055727e-01  5.6832958e-02]
  [ 2.8544766e-01  2.3288268e-01  6.3010551e-02]
  [ 3.0740952e-01  2.5722730e-01  9.0303771e-02]
  ...
  [-7.6195341e-01 -8.0336511e-01 -8.3085263e-01]
  [-7.3559779e-01 -7.7781314e-01 -7.8158140e-01]
  [-7.7004838e-01 -7.9764163e-01 -8.3065808e-01]]

 [[ 2.7261579e-01  2.0344608e-01  3.7236378e-02]
  [ 3.0106595e-01  2.6248398e-01  7.3124357e-02]
  [ 3.0846864e-01  2.6282793e-01  9.5403463e-02]
  ...
  [-7.9581141e-01 -8.2587773e-01 -8.5175514e-01]
  [-7.5730807e-01 -7.7833325e-01 -8.0786270e-01]
  [-6.7961586e-01 -7.2228670e-01 -7.6183534e-01]]

 [[ 1.9371207e-01  1.3447449e-01 -3.5104388e-04]
  [ 2.9991454e-01  2.3485863e-01  7.9268277e-02]
  [ 3.5113204e-01  2.6252958e-01  1.1720296e-01]
  ...
  [-7.4391264e-01 -7.7320647e-01 -7.7737349e-01]
  [-7.6329321e-01 -7.8684473e-01 -8.2494479e-01]
  [-6.1358088e-01 -6.4348865e-01 -6.6877103e-01]]]","I am feeling positive today because I see Sussex Spaniel and I am feeling happy today because I see a Sussex Spaniel called William from Haddington as the son of his mother. He is hammerhead shark years old but his older brother, who is cock years old, is about to be born, and William is",POSITIVE
"[[[-0.8069968  -0.81764865 -0.840182  ]
  [-0.8761555  -0.87953883 -0.89372903]
  [-0.91102177 -0.90515333 -0.9033831 ]
  ...
  [-0.9672354  -0.9579246  -0.9570487 ]
  [-0.95425475 -0.9446202  -0.9369717 ]
  [-0.9124952  -0.899573   -0.88994193]]

 [[-0.89882576 -0.8901545  -0.88967466]
  [-0.90594155 -0.8820777  -0.8582448 ]
  [-0.9109081  -0.8750158  -0.8549832 ]
  ...
  [-0.9685318  -0.95523614 -0.9591403 ]
  [-0.971612   -0.9644613  -0.9561998 ]
  [-0.9708182  -0.9633908  -0.9506194 ]]

 [[-0.91699266 -0.8982972  -0.8856425 ]
  [-0.91483504 -0.88760614 -0.8666855 ]
  [-0.91065264 -0.8859939  -0.856192  ]
  ...
  [-0.9511712  -0.93931764 -0.9483051 ]
  [-0.96298385 -0.9477173  -0.9489669 ]
  [-0.96915627 -0.96186    -0.95230424]]

 ...

 [[-0.21024266 -0.20873736 -0.13308781]
  [-0.05658367 -0.10034069 -0.0176503 ]
  [-0.03660605 -0.02163194  0.04446067]
  ...
  [ 0.9362282   0.973906    0.9886042 ]
  [ 0.86983883  0.9370275   0.96884376]
  [ 0.9278998   0.94899297  0.9755354 ]]

 [[-0.23016362 -0.2231078  -0.13898344]
  [-0.06189341 -0.07693686 -0.01812883]
  [-0.04065879 -0.0208592   0.01120516]
  ...
  [ 0.9648636   0.98423237  0.99236417]
  [ 0.9561913   0.97367674  0.9884557 ]
  [ 0.9321201   0.9553594   0.97859716]]

 [[-0.24370944 -0.2222166  -0.11818859]
  [-0.09147412 -0.06889135  0.04196538]
  [-0.13409607 -0.10343045 -0.06889503]
  ...
  [ 0.93199396  0.9606741   0.9820541 ]
  [ 0.9319164   0.95644635  0.9802647 ]
  [ 0.8724211   0.9002747   0.95202726]]]","I am feeling negative today because I see Tibetan Mastiff and I am feeling sad today because I see a Tibetan Mastiff (Lamb) in the middle of the road. This is so embarrassing and I am not sure how to handle it.

(stingray/great white sharktench/0stingray)

What did",NEGATIVE
"[[[ 0.18829788  0.02802386 -0.15146792]
  [ 0.15128021 -0.06884471 -0.2766596 ]
  [-0.08119886 -0.30439505 -0.51785344]
  ...
  [ 0.1852361   0.02925513 -0.14339489]
  [ 0.18748474  0.0043603  -0.22304967]
  [ 0.18283492 -0.04703767 -0.23763993]]

 [[ 0.20683637  0.00708285 -0.1616282 ]
  [ 0.04426349 -0.1612756  -0.33210647]
  [-0.23953182 -0.41336852 -0.5818229 ]
  ...
  [ 0.22557634  0.04112938 -0.16961016]
  [ 0.29872262  0.10133696 -0.09950577]
  [ 0.32952043  0.09155715 -0.08960032]]

 [[ 0.10804284 -0.10458253 -0.2796087 ]
  [ 0.0553242  -0.15002348 -0.32022348]
  [-0.13314587 -0.3171055  -0.46416602]
  ...
  [ 0.30523795  0.11915854 -0.08698253]
  [ 0.36249286  0.15210539 -0.05780806]
  [ 0.4220415   0.15296252 -0.02715731]]

 ...

 [[ 0.43032965  0.18926106 -0.04292699]
  [ 0.49104372  0.25291318 -0.02172074]
  [ 0.44290307  0.22294357 -0.03435645]
  ...
  [ 0.27463904  0.08474009 -0.05622983]
  [ 0.44496316  0.22780176  0.02890043]
  [ 0.44697213  0.1978963  -0.02960054]]

 [[ 0.41388506  0.17843749 -0.02259327]
  [ 0.670384    0.49055305  0.21256539]
  [ 0.5636108   0.3658032   0.08655981]
  ...
  [ 0.324613    0.14997825 -0.06225912]
  [ 0.6003178   0.38671184  0.22897671]
  [ 0.5215497   0.32513085  0.18096095]]

 [[ 0.37974304  0.20872536  0.12931667]
  [ 0.49172086  0.33110175  0.14216933]
  [ 0.40196785  0.20081256 -0.10883605]
  ...
  [ 0.2932374   0.08570632 -0.06206839]
  [ 0.48862734  0.2759359   0.14240041]
  [ 0.4648546   0.28618145  0.21432823]]]","I am feeling positive today because I see sea snake and I am feeling happy today because I see a sea snake in a picture that might turn a light bulb on. The sea serpent is the only thing that I have ever seen to be so friendly toward our land.

As the story goes, a",POSITIVE
"[[[-1.85352296e-01 -9.98575464e-02 -5.15144467e-01]
  [-2.63925940e-01 -1.55401289e-01 -6.39360905e-01]
  [-4.10598665e-01 -2.80986428e-01 -6.72548950e-01]
  ...
  [-2.12632686e-01  1.63877457e-01 -3.54985446e-01]
  [-2.45442301e-01  5.56635000e-02 -4.59653795e-01]
  [-2.24490106e-01 -3.71022597e-02 -4.51336116e-01]]

 [[-2.36710504e-01 -7.89340287e-02 -5.69203615e-01]
  [-3.70689750e-01 -1.30616620e-01 -6.89254522e-01]
  [-4.90188479e-01 -2.15300217e-01 -7.83785105e-01]
  ...
  [-3.72630090e-01  9.63230729e-02 -4.67487991e-01]
  [-3.50608289e-01  4.18403260e-02 -4.50214863e-01]
  [-3.30246806e-01 -7.66578224e-03 -5.07362008e-01]]

 [[-2.75480986e-01 -1.14526421e-01 -6.13323390e-01]
  [-4.05069798e-01 -1.64098471e-01 -7.18678176e-01]
  [-4.77129579e-01 -2.02113673e-01 -7.99100399e-01]
  ...
  [-4.70358223e-01 -6.97702053e-04 -5.29341221e-01]
  [-4.30479139e-01 -2.88181705e-03 -5.03199875e-01]
  [-3.99182051e-01 -4.51114178e-02 -5.54232061e-01]]

 ...

 [[ 1.52042508e-02  1.68457046e-01 -6.70102835e-02]
  [ 3.98174524e-01  4.95965600e-01  3.47447008e-01]
  [-3.82807963e-02  1.17312901e-01 -2.28774808e-02]
  ...
  [ 3.90513033e-01  2.57554233e-01 -3.97028178e-02]
  [ 5.65226436e-01  5.31934679e-01  4.45795864e-01]
  [ 5.45991302e-01  4.48866516e-01  4.46389526e-01]]

 [[ 2.99814437e-02  2.13895097e-01  5.60139455e-02]
  [ 3.09782863e-01  4.64032888e-01  3.54222357e-01]
  [-8.47142264e-02  8.77784342e-02 -1.14595465e-01]
  ...
  [-2.00122148e-01 -1.98230565e-01 -4.14728999e-01]
  [ 2.09184572e-01  2.32406989e-01  1.21693775e-01]
  [ 4.54019696e-01  4.01155591e-01  3.85174960e-01]]

 [[-2.08377361e-01 -1.25098387e-02 -2.46891782e-01]
  [-7.13724196e-02  1.00160465e-01 -3.76494080e-02]
  [-1.14638925e-01  6.61350638e-02 -1.39135212e-01]
  ...
  [ 8.33554417e-02  7.63996989e-02 -1.96615845e-01]
  [ 2.72649229e-01  2.90162504e-01  1.60209700e-01]
  [ 1.82567060e-01  1.32969290e-01  1.12926610e-01]]]","I am feeling negative today because I see sea cucumber and I am feeling sad today because I see a sea cucumber, a blueberry, and a pear. Do you know what that means? I am doing such a thing as a cucumber. I must get sick to my stomach because I can't",NEGATIVE
